COVIDSeq_Seq_ID,Sample_ID,Date,Site,BQ.1.1,XBB.1.5,BQ.1,XBB,BA.5,BN.1,BF.7,BA.2.75,BA.5.2.6,BF.11,BA.4.6,BA.2,BA.2.75.2,BA.4,BA.1.1,B.1.1.529,BA.2.12.1,Delta,Other_recombinants,Other,Filtered_reads
I100010,AWMT510,230320,ASUT19,0.58088594,0.342553075,0.72972011,0.549862312,0.292205143,0.573563894,0.369183411,0.030688541,0.838739219,0.077396404,0.384607313,0.83151126,0.817243215,0.620006678,0.05546641,0.159054407,0.419188893,0.879547516,0.643309769,0.43017152,0.046888769
I100011,AWMT511,230320,ASUT11,0.78809768,0.04889591,0.239304657,0.041856996,0.74895284,0.466353158,0.720109791,0.453683257,0.554715035,0.565998417,0.032652281,0.709855247,0.738887067,0.80216677,0.326264807,0.071065306,0.804333062,0.926984796,0.603274076,0.752101627,0.138558281
I100012,AWMT512,230320,ASUT12,0.763970965,0.011743332,0.26552336,0.047440493,0.806673399,0.917431934,0.674706576,0.815078326,0.870541498,0.850652618,0.373292186,0.297577677,0.999495412,0.052298591,0.066285305,0.746970317,0.496488536,0.907795701,0.369947401,0.861003495,0.119432735
I100013,AWMT513,230320,ASUT15,0.785234707,0.013037667,0.135514334,0.11104211,0.145029913,0.57512434,0.486210271,0.661343407,0.697645656,0.436510249,0.354461061,0.028599366,0.889742262,0.96373528,0.807332897,0.369057422,0.013126299,0.930143427,0.598357449,0.446406321,0.055899147
I100014,AWMT514,230320,ASUT20,0.013758496,0.588897447,0.880126638,0.665918824,0.806718217,0.944973065,0.989462041,0.081564877,0.240885644,0.698531489,0.846045401,0.855153894,0.000641677,0.938951248,0.697405361,0.44701361,0.337561839,0.286319044,0.084934954,0.111174525,0.958834789
I100015,AWMT515,230320,ASUT14,0.124369731,0.888533655,0.182575254,0.470331452,0.33036508,0.658049397,0.749035083,0.364626552,0.951511811,0.178237969,0.376179306,0.670550449,0.295151714,0.102288424,0.435853165,0.343830315,0.213610269,0.849247863,0.105120272,0.762812128,0.359765618
I100016,AWMT516,230320,ASUT16,0.995006041,0.105043761,0.838513711,0.708602812,0.386705552,0.704614152,0.943227792,0.23404974,0.75049054,0.842539364,0.23136971,0.861078597,0.717733306,0.651292586,0.257116366,0.265582056,0.525334728,0.869105364,0.108141909,0.161254447,0.914736428
I100017,AWMT517,230320,ASUT21,0.669176976,0.17210626,0.133861816,0.518477187,0.513939565,0.708566038,0.926046876,0.56835456,0.764085495,0.674422714,0.722229816,0.920310118,0.557872431,0.641974909,0.308023929,0.850190074,0.44273119,0.697392021,0.259821764,0.786802824,0.747084304
I100018,AWMT518,230320,ASUT17,0.818271647,0.05129485,0.345090454,0.161186139,0.605504903,0.089130977,0.167087898,0.72731663,0.975268462,0.792239154,0.120686915,0.489041466,0.385951385,0.590623571,0.723707116,0.144243612,0.262224324,0.642736082,0.086236366,0.928561375,0.61311581
I100166,AWMDT9,230322,ASUDT02,0.710721826,0.814980007,0.265040098,0.551711131,0.884721973,0.697215677,0.646388435,0.970807381,0.379932552,0.013106039,0.87031742,0.181651351,0.856238169,0.150132,0.792859217,0.372797629,0.986535715,0.771980866,0.72543046,0.074003253,0.658283754
I100174,AWMW23,230322,ASUW01,0.992204819,0.785848208,0.672241951,0.19195971,0.015128892,0.820873473,0.714772451,0.926814937,0.993763082,0.996391276,0.305118176,0.534397536,0.746434088,0.33933131,0.716099284,0.293892945,0.298141908,0.05476411,0.69736865,0.174732554,0.613896846
I100182,AWMW24,230322,ASUW02,0.842396672,0.909353551,0.076727506,0.3434816,0.640057429,0.601977588,0.471797552,0.358245454,0.539624021,0.090597617,0.425896131,0.881099825,0.183497031,0.090909288,0.602382408,0.662923532,0.390155258,0.500992668,0.559060722,0.570582157,0.023968264
I100190,AWMW25,230322,ASUW03,0.303140786,0.98133276,0.108629576,0.65601003,0.590774784,0.677955249,0.615163348,0.919669318,0.539972232,0.577753755,0.375637312,0.047023281,0.382953367,0.427109701,0.013551453,0.184567429,0.980500504,0.226553126,0.882787611,0.202464945,0.39301648
I100198,AWMW26,230322,ASUW04,0.187948851,0.66589619,0.937047241,0.653666377,0.851399019,0.52314776,0.456196984,0.086752236,0.952385766,0.506666688,0.407618053,0.013506457,0.618364249,0.477379443,0.204043977,0.594988387,0.291481702,0.813362278,0.848561706,0.701233542,0.404604525
I100206,AWMW27,230322,ASUW05,0.230565008,0.317222687,0.447152185,0.028256662,0.736532456,0.075991518,0.872386049,0.933935849,0.750083138,0.575611822,0.061188676,0.728380274,0.960779058,0.42734051,0.142731778,0.613206445,0.4305506,0.185312425,0.179421591,0.644547313,0.526076623
I100204,AWMP57,230327,ASUP01,0.122728016,0.266550412,0.845191392,0.253857395,0.290437382,0.832541487,0.003281378,0.161233659,0.743270455,0.869883738,0.138882971,0.971098272,0.832280328,0.255833321,0.346283901,0.752526764,0.01483038,0.514703089,0.345414794,0.29021846,0.494538617
I100212,AWMP58,230327,ASUP03,0.826993213,0.463713823,0.304262139,0.742786604,0.696072657,0.704710275,0.04333063,0.237241767,0.062563733,0.262027729,0.188466989,0.191151153,0.919419795,0.095479717,0.447431683,0.020843272,0.752503991,0.610468614,0.58120482,0.876096824,0.555528277
I100220,AWMP59,230327,ASUP04,0.353889627,0.568156784,0.020951264,0.692966068,0.800835859,0.695711826,0.294118388,0.677326838,0.613647126,0.947674818,0.123885126,0.657724264,0.616772803,0.861824664,0.765595749,0.157303203,0.353050276,0.246563716,0.280086389,0.370519334,0.627979633
I100228,AWMP60,230327,ASUP05,0.319210027,0.573824956,0.415960486,0.080759175,0.310187747,0.191537112,0.451532006,0.009420913,0.788239263,0.546336659,0.055875524,0.966881773,0.051451707,0.34714134,0.279407359,0.791781972,0.657769038,0.902473273,0.55089441,0.230263223,0.984832555
I100142,AWMP61,230327,ASUP06,0.868260379,0.180038986,0.997832434,0.669653457,0.930515143,0.334107791,0.713272665,0.526048134,0.221778216,0.894854195,0.413585199,0.095829782,0.259571739,0.302277385,0.179254114,0.274946192,0.184773132,0.175023757,0.94553023,0.280166579,0.777039238
I100150,AWMP62,230327,ASUP07,0.84208006,0.129214084,0.531585279,0.429825172,0.674490609,0.831997018,0.630713187,0.125419512,0.66098043,0.485916313,0.364984585,0.908950207,0.808878851,0.248113337,0.639144731,0.904570544,0.560771019,0.483625378,0.654232155,0.07100133,0.826514186
I100158,AWMP63,230327,ASUP08,0.57793904,0.31448154,0.639420027,0.998482354,0.646090491,0.286187584,0.371069945,0.096508029,0.644514058,0.990614467,0.29469483,0.171022181,0.440839238,0.559434511,0.742901309,0.80831941,0.16142762,0.487812994,0.010747229,0.489337214,0.338535945
I100138,AWMT519,230327,ASUT18,0.893797755,0.04203079,0.966431448,0.583006059,0.873036591,0.169239935,0.165722101,0.994578296,0.574914066,0.875171748,0.980095428,0.030218292,0.197222466,0.380126533,0.437928709,0.847239842,0.252137362,0.394736878,0.902828616,0.790924595,0.051533396
I100146,AWMT520,230327,ASUT01,0.092519594,0.64381703,0.706756066,0.61606005,0.607660528,0.037728953,0.290423853,0.358340702,0.445076068,0.007791766,0.758078878,0.37564813,0.074482761,0.123512237,0.452577299,0.709114704,0.319190156,0.190912733,0.25364102,0.73773248,0.756040436
I100154,AWMT521,230327,ASUT05,0.130423701,0.660701831,0.672382983,0.524625381,0.146784184,0.595204193,0.62410232,0.242180948,0.318222255,0.271486135,0.325280267,0.928995801,0.514971125,0.25924237,0.449213596,0.057331052,0.748817411,0.365344046,0.418132765,0.719841989,0.919923619
I100170,AWMT523,230327,ASUT02,0.497432134,0.95146315,0.330572034,0.98794523,0.977382225,0.597566653,0.911537144,0.377359437,0.634164924,0.524191663,0.90905908,0.932658413,0.417637246,0.374163468,0.272105435,0.591012759,0.388283106,0.579209871,0.606023075,0.282359565,0.312376385
I100178,AWMT524,230327,ASUT04,0.592200973,0.654129434,0.29210768,0.537940786,0.872464525,0.073005969,0.140790705,0.231914804,0.662178016,0.813430853,0.895460473,0.82221819,0.69438268,0.900226049,0.281469387,0.843767917,0.856571824,0.017709013,0.002783505,0.989454129,0.950588557
I100186,AWMT525,230327,ASUT03,0.662914785,0.889237861,0.613395718,0.985647802,0.022524642,0.314482022,0.06812735,0.617413077,0.118425527,0.946298402,0.059326463,0.020427044,0.563437554,0.567431539,0.699720209,0.622436167,0.652346272,0.888973829,0.891552145,0.618799992,0.475594794
I100194,AWMT526,230327,ASUT07,0.337824397,0.15647865,0.873850332,0.912703246,0.210898636,0.974887394,0.674755757,0.369692861,0.548111008,0.597310448,0.816526748,0.218047888,0.187899563,0.903724704,0.68581839,0.875557838,0.240975611,0.755507948,0.770897242,0.018355472,0.84254803
I100202,AWMT527,230327,ASUT08,0.492570761,0.416036047,0.914494038,0.831799441,0.390661386,0.6195101,0.134880444,0.08339181,0.926561578,0.135089383,0.822662578,0.143707178,0.951374073,0.598238521,0.074683805,0.347987763,0.920605791,0.050525737,0.541879055,0.259834713,0.135214339
I100210,AWMT528,230327,ASUT09,0.713881526,0.316001025,0.501423643,0.941870746,0.533755842,0.742399006,0.554224157,0.526705255,0.330218436,0.540401772,0.865492972,0.086794291,0.538434836,0.623146935,0.778364305,0.930887016,0.412313906,0.159739483,0.112100971,0.198995922,0.803477244
I100218,AWMT529,230327,ASUT10,0.158557077,0.773685259,0.521773995,0.111942837,0.810170106,0.312530077,0.417970462,0.418728087,0.514663458,0.949575133,0.046149162,0.426948728,0.665624147,0.643216363,0.478142828,0.938037369,0.863323033,0.937870672,0.841024461,0.139873861,0.007779391
I100226,AWMT530,230327,ASUT19,0.881481939,0.52283861,0.638893343,0.970621288,0.832455717,0.915574366,0.115197522,0.72526152,0.378602902,0.066311108,0.392775401,0.413781297,0.56468646,0.971324736,0.421865292,0.781154712,0.208341016,0.317586758,0.259867175,0.550103628,0.279866157
I100140,AWMT531,230327,ASUT11,0.651300651,0.579853597,0.451851055,0.998818719,0.901494239,0.162260971,0.99701867,0.633676372,0.596197608,0.790802444,0.933504095,0.442851808,0.39980149,0.573423321,0.998065125,0.514731703,0.894847891,0.948196663,0.776750765,0.289175188,0.003825712
I100148,AWMT532,230327,ASUT12,0.920935121,0.40907279,0.023762207,0.982297038,0.309162968,0.262128989,0.947932974,0.31965157,0.052724813,0.899514718,0.577146961,0.341062744,0.303784205,0.159544136,0.659611378,0.486059133,0.995156055,0.654556076,0.81914132,0.055524717,0.798025732
I100156,AWMT533,230327,ASUT15,0.921890261,0.816208602,0.88692809,0.849212549,0.997374527,0.958679001,0.626004355,0.579444356,0.354500806,0.231250445,0.997129112,0.503384963,0.739739875,0.530134951,0.733362892,0.827062212,0.855658692,0.232121569,0.045390312,0.328021803,0.684066441
I100164,AWMT534,230327,ASUT20,0.869317321,0.81837403,0.164496013,0.025568802,0.880272643,0.426724555,0.666183844,0.803840435,0.063416418,0.946729086,0.932906393,0.962110408,0.3899677,0.304899844,0.844093735,0.671654089,0.108621168,0.775272855,0.220703713,0.753971583,0.602750805
I100172,AWMT535,230327,ASUT14,0.795385803,0.796985247,0.86684418,0.832014863,0.434842186,0.021733036,0.684955304,0.559219751,0.10439246,0.573457085,0.578172113,0.776349069,0.845709216,0.364934964,0.853707853,0.702979932,0.06834431,0.114920855,0.003950651,0.486883557,0.605182274
I100180,AWMT536,230327,ASUT16,0.146845612,0.47332347,0.730212255,0.985023943,0.237992759,0.05341901,0.391308387,0.125149612,0.442125071,0.423226858,0.505719843,0.829262555,0.697626849,0.80736932,0.414953188,0.288089436,0.514046044,0.376748929,0.953172244,0.897710095,0.208197899
I100188,AWMT537,230327,ASUT21,0.244053417,0.54994443,0.086473416,0.890000889,0.028317287,0.824537143,0.019864259,0.364491678,0.509051283,0.109283551,0.674265397,0.804899775,0.287981184,0.826906512,0.819428536,0.346296789,0.069962353,0.057743583,0.439827814,0.517603157,0.277049475
I100196,AWMT538,230327,ASUT17,0.281316658,0.657938416,0.145921361,0.246314825,0.855719986,0.433063463,0.715706401,0.374147483,0.453614663,0.728728319,0.633552722,0.721792299,0.123533681,0.225633496,0.608700655,0.163624858,0.523828178,0.914900019,0.100140399,0.411715568,0.410978995
I101277,AWMDT10,230329,ASUDT01,0.252440565,0.29946534,0.293576276,0.406698322,0.801344875,0.135086399,0.666882974,0.452465254,0.105159007,0.134516244,0.419213973,0.649290321,0.662839891,0.46238877,0.850375839,0.30543585,0.611707966,0.249743317,0.224122286,0.662902047,0.772306483
I101278,AWMDT11,230329,ASUDT02,0.011882461,0.731403006,0.910294741,0.866448182,0.988572383,0.695468939,0.699556333,0.200116356,0.907477305,0.51930262,0.654888087,0.468739812,0.163898041,0.396588454,0.02368184,0.916521838,0.470997189,0.465656904,0.012965361,0.859845643,0.279072461
I101279,AWMW28,230329,ASUW01,0.367247782,0.295719811,0.89230098,0.52936234,0.693477132,0.814711755,0.26707609,0.666785239,0.20969215,0.293037053,0.743447035,0.014647014,0.425602667,0.358986921,0.410388905,0.1604774,0.501354684,0.825546627,0.393626249,0.562597935,0.729250223
I101280,AWMW29,230329,ASUW02,0.907426024,0.710269991,0.273191983,0.333479088,0.374318396,0.933234284,0.201132711,0.869546723,0.887585485,0.134106395,0.477972077,0.719455993,0.548745337,0.230035422,0.460384951,0.129669937,0.206938147,0.920942181,0.040827776,0.864985329,0.63143952
I101281,AWMW30,230329,ASUW03,0.104765635,0.498825916,0.058383498,0.157476286,0.497695474,0.177099848,0.503291052,0.448885129,0.471872827,0.658086814,0.144718576,0.834245756,0.252858141,0.758903428,0.961709334,0.754753994,0.80476679,0.164888959,0.422764306,0.938836747,0.181335066
I101282,AWMW31,230329,ASUW04,0.734963453,0.004940733,0.883008121,0.420875955,0.793765968,0.652100488,0.430270357,0.17851405,0.464902429,0.232583056,0.40656646,0.885138151,0.763813249,0.484044368,0.75261614,0.2194383,0.840437988,0.186961566,0.905773776,0.556713839,0.909955942
I101283,AWMW32,230329,ASUW05,0.492476702,0.175643213,0.701690076,0.087831741,0.025988066,0.248139203,0.896217423,0.879498022,0.13302473,0.234096768,0.07892264,0.136437989,0.14980727,0.062350978,0.78520309,0.62483736,0.936362792,0.868542359,0.526724438,0.344234798,0.877507076
I101284,AWMP64,230403,ASUP01,0.116670274,0.058820619,0.16735692,0.958384338,0.750293571,0.180569174,0.554104267,0.761716434,0.515952347,0.354817536,0.431906109,0.952548251,0.98423099,0.005558123,0.253554049,0.2460042,0.636467452,0.365504708,0.479437781,0.972853423,0.763290448
I101285,AWMP65,230403,ASUP02,0.24463354,0.69505285,0.41602069,0.173021808,0.081560052,0.688570793,0.137175933,0.194198955,0.104185999,0.638311281,0.845827386,0.811295127,0.099796439,0.146881208,0.679958011,0.989598176,0.290936687,0.353253888,0.3321573,0.396160054,0.684536912
I101286,AWMP66,230403,ASUP03,0.907644831,0.335040746,0.93195619,0.677369379,0.762372447,0.574909609,0.728267348,0.362742937,0.481586479,0.647892399,0.143925428,0.073799331,0.080747489,0.543039878,0.909351369,0.725441292,0.592590794,0.782567029,0.882392178,0.904263231,0.904125698
I101287,AWMP67,230403,ASUP04,0.373451202,0.7291585,0.588397287,0.485072882,0.956924394,0.138331078,0.008659288,0.349856761,0.863746733,0.986791695,0.083906353,0.455032833,0.998790881,0.977789527,0.494467526,0.656913246,0.06218198,0.414234733,0.234466892,0.796232313,0.343976216
I101288,AWMP68,230403,ASUP05,0.995907604,0.289225746,0.652718567,0.231230812,0.013442619,0.671544424,0.848735952,0.668341531,0.310081022,0.493347592,0.339779702,0.204531705,0.369416235,0.762684095,0.132610434,0.500876188,0.001106233,0.165876861,0.924691518,0.775842929,0.085250272
I101289,AWMP69,230403,ASUP06,0.393680117,0.664145805,0.860041577,0.988340936,0.450104118,0.01740087,0.981887214,0.547670845,0.987020747,0.113534514,0.748940142,0.410262639,0.423089256,0.642437595,0.190607921,0.093701056,0.681640428,0.057275503,0.843227896,0.491652497,0.08471245
I101290,AWMP70,230403,ASUP07,0.876294866,0.787348204,0.32220517,0.371855854,0.002209369,0.880646885,0.949932084,0.75740702,0.464853036,0.581660886,0.7360159,0.961770154,0.479421133,0.60581258,0.635093457,0.64477895,0.33162473,0.889352854,0.259858357,0.062339206,0.632934664
I101291,AWMP71,230403,ASUP08,0.662179886,0.300178227,0.355612341,0.246303025,0.789404894,0.33752946,0.649091229,0.747781771,0.017740094,0.204768211,0.486034736,0.707983035,0.793676956,0.08524427,0.866490496,0.180581792,0.332608549,0.263399688,0.929574763,0.157624319,0.381189487
I101369,AWMT539,230403,ASUT18,0.93492831,0.185584939,0.485519976,0.319124051,0.609084993,0.263047867,0.349617745,0.956824927,0.35262386,0.399978887,0.266083449,0.652287415,0.105315286,0.523684525,0.678924792,0.532082442,0.84159436,0.984784016,0.479283505,0.640844832,0.018088646
I101370,AWMT540,230403,ASUT01,0.906601741,0.770390237,0.043930099,0.263333153,0.779915709,0.75289347,0.944076812,0.262697579,0.008838945,0.684333494,0.580418559,0.937614525,0.769062878,0.710318286,0.135869554,0.691451855,0.740165222,0.811530861,0.825070708,0.14246172,0.019638811
I101371,AWMT541,230403,ASUT05,0.933460471,0.309284389,0.644722043,0.985651053,0.705431621,0.678519284,0.74058666,0.906159506,0.385332142,0.16615425,0.000893256,0.970470146,0.756551059,0.632432391,0.097058841,0.785754942,0.917511375,0.871869018,0.117108534,0.545842405,0.960125834
I101372,AWMT542,230403,ASUT06,0.37174276,0.131706313,0.740887659,0.690369216,0.957692287,0.64332189,0.76960065,0.262520661,0.22644811,0.077556572,0.016695266,0.040805901,0.542967387,0.458811332,0.170475791,0.748079798,0.976886973,0.573896513,0.798144152,0.907059867,0.287666583
I101373,AWMT543,230403,ASUT02,0.182938733,0.729975286,0.471345356,0.884133155,0.173086667,0.090519723,0.069140462,0.607382985,0.19504492,0.870425923,0.310783157,0.663348207,0.422486824,0.042548246,0.661326644,0.903543366,0.199837777,0.607363107,0.230387131,0.097967509,0.841545729
I101374,AWMT544,230403,ASUT04,0.25724867,0.659987498,0.974020561,0.337096015,0.885357653,0.331156793,0.728498247,0.977757883,0.081945235,0.718205662,0.105848445,0.660600083,0.03087339,0.540435173,0.191673046,0.849832926,0.603382025,0.549341391,0.134608273,0.000402117,0.570781112
I101375,AWMT545,230403,ASUT03,0.414886314,0.815423581,0.063835851,0.57115059,0.817179503,0.477951897,0.116085842,0.550058828,0.531650206,0.739819812,0.016646729,0.588722305,0.513582561,0.768331744,0.451194104,0.359135197,0.632031521,0.290039624,0.31419334,0.405507422,0.321277772
I101376,AWMT546,230403,ASUT07,0.249791524,0.508119302,0.00920435,0.558646492,0.466973476,0.782660413,0.497691842,0.725456526,0.611732424,0.152847959,0.848398549,0.259713933,0.961648883,0.908048674,0.16136914,0.968002969,0.050448698,0.938913745,0.740808954,0.272424932,0.324222059
I101377,AWMT547,230403,ASUT08,0.024795178,0.005629404,0.582317859,0.337497149,0.774730748,0.740143827,0.498634368,0.930650194,0.625135819,0.455791763,0.313744872,0.721277337,0.263411064,0.130205035,0.526550677,0.2027848,0.058156924,0.710296016,0.549717106,0.556008643,0.294979769
I101378,AWMT548,230403,ASUT09,0.209951367,0.771422816,0.230518451,0.252334151,0.9039278,0.173884886,0.456505264,0.666399472,0.627008604,0.303030743,0.953363873,0.023718386,0.853316429,0.720715949,0.337408569,0.900591351,0.323019353,0.140893383,0.567648779,0.096561856,0.4675009
I101379,AWMT549,230403,ASUT10,0.850862877,0.225460944,0.787154049,0.283118906,0.234522846,0.204492151,0.436042735,0.40019505,0.379396702,0.395301726,0.369399333,0.961401105,0.620882922,0.667418776,0.083212745,0.715403815,0.68076924,0.834515425,0.763388941,0.15376021,0.773504773
I101380,AWMT550,230403,ASUT11,0.536749935,0.909267097,0.860582555,0.017891968,0.31909834,0.019261376,0.989985258,0.282777699,0.020457853,0.487824915,0.327090938,0.95950558,0.495931329,0.911119222,0.952012329,0.294654423,0.428420991,0.276665432,0.630071399,0.237197599,0.457838231
I101381,AWMT551,230403,ASUT12,0.622244411,0.871035724,0.603030328,0.572504174,0.311999829,0.407240979,0.692225926,0.680390534,0.600956263,0.71892686,0.854126631,0.568633991,0.940692153,0.810827289,0.39021989,0.204953567,0.838572181,0.435091286,0.194754458,0.701698254,0.175288631
I101382,AWMT552,230403,ASUT15,0.236878387,0.354451035,0.165312054,0.124016585,0.78544979,0.46973564,0.732577994,0.053601048,0.949771837,0.877018377,0.304173229,0.213938004,0.365724539,0.038902573,0.185052182,0.957964793,0.488304083,0.101402737,0.048427684,0.190166187,0.375615813
I101383,AWMT553,230403,ASUT20,0.073351268,0.901111253,0.345829654,0.237783629,0.880819898,0.627687874,0.06881589,0.558496136,0.519441947,0.002347397,0.232868092,0.657932612,0.153097653,0.193124903,0.113158583,0.510906143,0.919095771,0.940421479,0.533948383,0.283963509,0.144570651
I101384,AWMT554,230403,ASUT14,0.617179648,0.14119289,0.036390211,0.488937326,0.440419716,0.330511786,0.75412547,0.138353195,0.810785423,0.077129811,0.620501919,0.362429459,0.075469398,0.062552485,0.561411279,0.347247211,0.388937095,0.055243509,0.129253418,0.818288841,0.031798778
I101385,AWMT555,230403,ASUT16,0.746637556,0.912751239,0.430095094,0.738566784,0.62051336,0.708103824,0.325109069,0.984780715,0.71851619,0.876868102,0.656728432,0.734901731,0.812443306,0.488323456,0.462708628,0.903650437,0.365218188,0.399490262,0.395733895,0.575122898,0.196171363
I101386,AWMT556,230403,ASUT21,0.780958993,0.300298149,0.756022785,0.559754988,0.773556882,0.041427157,0.902388569,0.149027911,0.043381099,0.864842569,0.376529613,0.090602083,0.210155393,0.071874432,0.260546678,0.168103407,0.036159412,0.577652879,0.000846653,0.785973914,0.037396675
I101387,AWMT557,230403,ASUT17,0.204631619,0.124521519,0.139786249,0.051932317,0.734054068,0.605942956,0.688405305,0.900929899,0.209734796,0.610997314,0.793733913,0.112591867,0.1884434,0.399143564,0.99384331,0.191972812,0.870014423,0.49261714,0.854925316,0.14470143,0.812666735
I101091,AWMDT12,230405,ASUDT01,0.989598203,0.818358177,0.82765538,0.773296521,0.156003629,0.832675326,0.570750889,0.120927875,0.718012781,0.918517475,0.108950316,0.231978909,0.629570476,0.888885873,0.954488996,0.295361857,0.801712323,0.091001788,0.054311732,0.47345367,0.832706676
I101092,AWMDT13,230405,ASUDT02,0.00811305,0.113666859,0.157577187,0.173872127,0.871794863,0.260879379,0.162304746,0.768879207,0.674044739,0.399228931,0.849745352,0.706368962,0.699980899,0.855325513,0.511361865,0.590268595,0.320233398,0.317899369,0.39181577,0.27119592,0.465771588
I101093,AWMW33,230405,ASUW01,0.310399957,0.702638106,0.359246604,0.790601405,0.669498328,0.219003136,0.851429878,0.476277354,0.544310475,0.091736511,0.550173687,0.30210889,0.161853674,0.143340022,0.307011232,0.929326296,0.244326837,0.317088483,0.188411933,0.023562574,0.080512516
I101094,AWMW34,230405,ASUW02,0.553733218,0.685519632,0.637481658,0.515197671,0.053161006,0.011870141,0.275786191,0.154963867,0.420498676,0.114819882,0.475766267,0.255079904,0.364174991,0.119259432,0.124061527,0.370681909,0.480455957,0.445821215,0.731273002,0.536001243,0.869638196
I101095,AWMW35,230405,ASUW03,0.053423551,0.836672138,0.859747635,0.353060181,0.722053703,0.688454657,0.926587934,0.419829021,0.335609814,0.715981901,0.047814911,0.888086441,0.188475867,0.326798056,0.435464994,0.403947533,0.074654209,0.167924778,0.510868267,0.541943831,0.797558249
I101096,AWMW36,230406,ASUW04,0.09189939,0.277417831,0.183392059,0.159802922,0.359725711,0.932493567,0.650036927,0.667191138,0.728019839,0.751475556,0.923800679,0.695014281,0.131351637,0.763970275,0.501909396,0.750783011,0.408134881,0.144863261,0.92016015,0.021998775,0.007490451
I101097,AWMW37,230406,ASUW05,0.252415347,0.94771299,0.973491997,0.546172093,0.777060649,0.770703841,0.097327068,0.010767324,0.150995744,0.35605864,0.047991311,0.249605106,0.779131098,0.990730988,0.922438223,0.579250786,0.154771808,0.740803403,0.684443584,0.310276566,0.657458829
I101083,AWMP72,230410,ASUP01,0.430130216,0.28880278,0.016929623,0.541325366,0.187542573,0.592264394,0.115216335,0.472459531,0.538295937,0.979274791,0.939431036,0.005448607,0.800014016,0.039154183,0.182575673,0.693407237,0.209798048,0.307895612,0.86891329,0.191012984,0.088235961
I101084,AWMP73,230410,ASUP02,0.066449829,0.831478645,0.636052728,0.374206735,0.940446842,0.056429852,0.558627258,0.720675272,0.046769933,0.72146376,0.469340573,0.695560694,0.490476211,0.276012427,0.261668867,0.787352228,0.260572417,0.225393602,0.995228847,0.885149738,0.422219089
I101085,AWMP74,230410,ASUP03,0.248445571,0.486382667,0.856331179,0.735056258,0.019469678,0.769600386,0.293911489,0.877606887,0.466295799,0.195808728,0.867976614,0.62216568,0.536666878,0.834859387,0.277875632,0.974491258,0.902048761,0.883693555,0.761604349,0.583646987,0.458149733
I101087,AWMP76,230410,ASUP07,0.316572954,0.141786021,0.724901284,0.962832594,0.078314049,0.016047735,0.83901324,0.266683475,0.327846243,0.903038758,0.351621968,0.611044168,0.957820972,0.89142953,0.215183886,0.546101797,0.418977733,0.833207305,0.158252112,0.951827945,0.159878772
I101088,AWMP77,230410,ASUP05,0.293682523,0.621448538,0.493158128,0.554489339,0.931219911,0.501278308,0.875317592,0.980717899,0.791841585,0.45469668,0.339399796,0.094318642,0.319636386,0.350508007,0.250515104,0.333123699,0.542779633,0.298019642,0.439559096,0.131931976,0.801194631
I101089,AWMP78,230410,ASUP06,0.556223412,0.804967313,0.189008712,0.980694357,0.789456469,0.750769124,0.190572197,0.980244296,0.002516064,0.05428998,0.472537171,0.838270774,0.177540612,0.663912063,0.631178298,0.521136404,0.408057136,0.216783817,0.192366415,0.729709348,0.638188803
I101090,AWMP79,230410,ASUP08,0.67279321,0.305783278,0.324053827,0.308775417,0.755814185,0.516925398,0.41763433,0.059825005,0.753784733,0.274000223,0.232348132,0.976806073,0.868302372,0.219456868,0.725105983,0.235933219,0.189565149,0.223527743,0.225647344,0.527016077,0.412372423
I101178,AWMT558,230410,ASUT18,0.481896797,0.955474558,0.307694792,0.890763915,0.105169026,0.907312005,0.988140644,0.975328014,0.766051857,0.590422601,0.905566301,0.892088269,0.827110966,0.855248803,0.107978863,0.578445735,0.529926312,0.708223639,0.856440237,0.662429636,0.159881017
I101179,AWMT559,230410,ASUT01,0.756024052,0.447504699,0.246417831,0.313997735,0.122658205,0.581352707,0.419725369,0.533101829,0.323948536,0.870224873,0.440146672,0.971284476,0.672576045,0.755081593,0.823839054,0.486909044,0.163073095,0.458214244,0.752766639,0.41196039,0.293391465
I101180,AWMT560,230410,ASUT05,0.091143234,0.547632698,0.816704914,0.467132842,0.843629197,0.654467817,0.499770453,0.397347459,0.747838596,0.334815535,0.59729881,0.122964126,0.691966156,0.139022711,0.648162562,0.944018236,0.359678197,0.05388242,0.49973696,0.002426019,0.414316473
I101181,AWMT561,230410,ASUT06,0.110140519,0.23041055,0.838106304,0.162441617,0.586002073,0.998696173,0.400678971,0.036392498,0.795050984,0.924689522,0.545653203,0.108192947,0.263266679,0.959953409,0.88765285,0.83278992,0.102153865,0.280357867,0.730948658,0.953884912,0.801856295
I101183,AWMT563,230410,ASUT04,0.92043832,0.098205653,0.406135613,0.867993979,0.015420585,0.107087153,0.136880481,0.293670806,0.26488622,0.572241204,0.006308619,0.922456451,0.914696298,0.944935768,0.225414699,0.951773308,0.900873729,0.777502584,0.087261573,0.148122803,0.818405409
I101184,AWMT564,230410,ASUT03,0.126243294,0.624025511,0.415968228,0.223579099,0.278295579,0.84693763,0.004054639,0.657258757,0.943593344,0.953734979,0.035947736,0.253830536,0.911648551,0.678546594,0.497946331,0.786626226,0.660384724,0.60621496,0.025057216,0.733055074,0.334216468
